start,end,today,sectionA/source_type,sectionA/inspection_date,sectionA/inspecting_agency,sectionA/new_inspectig_agency,sectionA/inspected_by,sectionA/district_regions,sectionA/district,sectionA/settlement_name,sectionA/settlement_distance,sectionA/establishing_agency,sectionA/new_establishing_agency,sectionA/establishing_date,sectionA/source_name,sectionA/source_gpspoint,sectionA/_source_gpspoint_latitude,sectionA/_source_gpspoint_longitude,sectionA/_source_gpspoint_altitude,sectionA/_source_gpspoint_precision,sectionA/gps_unit,sectionA/source_north,sectionA/source_east,sectionA/sources_cluster,sectionA/water_use_type,sectionA/water_use_type/rural,sectionA/water_use_type/urban,sectionA/water_source_photo,sectionB/permanent,sectionB/months_used,sectionB/functioning,sectionB/reason_for_non_functioning,sectionB/use_human,sectionB/use_camel,sectionB/use_cattle,sectionB/use_shoats,sectionB/use_agricultural,sectionC/bh_depth,sectionC/casing_type,sectionC/casing_size,sectionC/bh_static_level,sectionC/bh_yield,sectionC/bh_operating_hours,sectionC/bh_draw_down,sectionC/bh_recovery_time,sectionC/dw_depth,sectionC/dw_static_level,sectionC/dw_well_protection,sectionC/dw_yield,sectionC/dw_operating_hours,sectionC/dw_draw_down,sectionC/recovery_time,sectionC/dam_depth,sectionC/dam_length,sectionC/dam_width,sectionC/berkad_depth,sectionC/berkad_length,sectionC/berkad_width,sectionC/spring_protected,sectionC/cumulative_discharge_rate,sectionC/other_depth,sectionC/other_length,sectionC/other_width,sectionC/other_source_yield,sectionC/source_protected,sectionD/reservoir_type,sectionD/reservoir_capacity,sectionD/pipeline_type,sectionD/pipeline_length,sectionD/household_connections,sectionD/water_points_kiosks,sectionD/animal_troughs,sectionD/water_trucking,sectionD/number_of_trucks,sectionD/capacity_of_trucks,sectionD/pump_type,sectionD/pump_model,sectionD/pump_capacity,sectionD/pump_level,sectionD/source_of_power,sectionD/generator_type,sectionD/generator_capacity,sectionD/solar_type,sectionD/solar_capacity,sectionD/supply_system_condition,sectionD/supply_condition_description,sectionE/physical_wq_issues,sectionE/color_odor_smell_description,sectionE/temperature,sectionE/pH,sectionE/ec25,sectionE/tds,sectionE/water_sample_for_additional_analysis,sectionF/management_type,sectionF/WSC,sectionF/WSC_establishment_date,sectionF/WSC_male_members,sectionF/WSC_female_members,sectionF/users_charged_for_water,sectionF/water_cost_human,sectionF/animals_charged_for_water,sectionF/water_cost_camel,sectionF/water_cost_cattle,sectionF/water_cost_sheep_goats,sectionF/operator_name,sectionF/operator_contact,sectionG/intervention_agency,sectionG/new_intervening_agency,sectionG/intervention_description,sectionG/intervention_date,sectionG/currently_required_intervention,Currently Intervention_description Comments,Distance to the Settlement,GPS Coordinates,Water Usage Type,BH Depth,Casing Size,BH depth/SWL,Permanent/moths used,Kiosks,"BH yield, Operating Hrs, and number of water trucks filled",BH dept vs Pump Level,Reservoir capacity,User/Human,User/Agricultural,EC,Water_cost_camel,Water_cost_sheep_goats
2022-04-03T17:38:06.058+03:00,2022-04-08T14:34:52.021+03:00,2022-04-03,dugwell,2022-04-03,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,sanaag,Laasqoray,Laasqoray,200,Somaliland Ministry of Water Resources Development,,2016-01-01,Laasqoray Duggwell,11.1629139 48.1990925 -18.599999999999998 4.833,11.1629139,48.1990925,-18.6,4.833,no,,,3,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26037948?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649047406282.jpg,yes,,yes,,2000,,,,,,,,,,,,,4,2.5,yes,5,12,,,,,,,,,,,,,,,,Concrete/Masonry tank,32,PVC,3000,,4,,no,,,Submersible Pump,Grundfose,,4,Solar,,,,15,fair,300 m of GI pipes are rusting condition,no,,35,8,2230,1117,,Communal,yes,2000-01-01,3,2,no,,no,,,,Saciid Maxamed Ibraahim,907656834,Community_e,,"1: Replacement Submersible pump and raising pipes
2: Replacement of rusted distrubution pipes.
",2019-01-01,"1: Construction of another water tank for larger capacity in order to supply water system for the increasing town houses 
2: Rehabilitation of the current water tank
3: Generator 
4: Fuel",,"the sources is 200 Km away, how is this possible?",,,,,,,,,,,,,,,
2022-04-03T07:35:03.964+03:00,2022-04-12T18:59:55.400+03:00,2022-04-03,dugwell,2022-04-03,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",sool,Laas Caanood,Duudshabeel,0,Community,,1992-04-03,Duudshabeel dug well,8.9388005 47.4434569 521.7464599609375 4.824,8.9388005,47.4434569,521.74646,4.824,no,,,1,rural,TRUE,FALSE,http://classic.ona.io/api/v1/files/26122514?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1648960661634.jpg,yes,,yes,,500,,,850,0,,,,,,,,,10,,yes,3,7,,2,,,,,,,,,,,,,,Concrete/Masonry tank,25,PVC,120,,1,2,yes,3,6,No Pump,,,,,,,,,fair,Poor of water supply ,yes,Colorness and this source needs full water quality testing,28.2,7.8,2500,1675,,Communal,no,,,,no,,no,,,,Mohamed farah ,,not_specified,,"1. Construction of ground water tank
2. Construction of koisks",2018-04-03,1. Rehabilitation of dug well,,,,,,,,,,,,,,,,,
2022-04-04T11:42:16.767+03:00,2022-04-08T16:16:37.421+03:00,2022-04-04,borehole,2022-04-04,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,sanaag,Laasqoray,Ceelaayo,5,Red Crescent Society for United Arab Emirates,,2013-05-01,Ceelaayo borehole,11.2238021 48.9195977 -10.299999999999997 2.933,11.2238021,48.9195977,-10.3,2.933,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26040371?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649064675444.jpg,yes,,yes,,1500,600,,2000,1,40,gi,10,20,10,4,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,40,Galvanised Steel,5200,,4,2,no,,,Submersible Pump,Lowara,,33,Hybrid - Solar/Generator,Perkins,40,,13.5,poor,Pipelines is in a bad condition,no,,35.3,8.4,2360,1488,,Communal,yes,2020-01-01,4,2,no,,no,,,,Cawil Maxamed Ismacil,907343232,CARE Somalia,,"Construction of kiosks 
Rehabilitation of water tank 
Submersible pump and a Generator",2020-05-01,"1.Replacement of supply system into a PVC
2.Another elevated water tank, because the current water tank can't supply fully 
3.wire Fencing of the solar system and the Generator room.
4. Five kiosks.
5.Rehabilitation of the Solar panels
6. Another water tank for the Agricultural use, 
N.B
because the care taker of the borehole and the fuel of the Generator, gets an income from the Agriculture keeps running the system.",,,,,,,,,,,,,,,,,
2022-04-03T15:54:07.711+03:00,2022-04-08T14:11:07.529+03:00,2022-04-03,dugwell,2022-04-04,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,sanaag,Laasqoray,Laasqoray,5,Former Somali Government,,1985-01-01,Laas macaan dugwell,11.1870208 48.2353037 -0.29999999999999716 4.86,11.1870208,48.2353037,-0.3,4.86,no,,,2,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26037595?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1648990971531.jpg,yes,,yes,,600,,,,,,,,,,,,,6,4,yes,3,12,,,,,,,,,,,,,,,,Concrete/Masonry tank,6,PVC,,3,4,,yes,2,5,Submersible Pump,Lowara,,,Solar,,,,,fair,"Yield is very low.
No good solar power system.",no,,34.5,7.9,905,450,,Communal,no,,,,no,,no,,,,Yusuf maxamuud kulan,7746463,Community_e,,Replacement of rusted distribution pipe lines.,2021-12-13,"1: Replacement of main raising pipes and submersible pump
2: Replacement of of rusted distribution pipe lines.
3: Construction of new borehole due to the demand of water",,,,,,,,,,,,,,,,,
2022-04-04T09:27:35.562+03:00,2022-04-08T13:59:58.991+03:00,2022-04-04,dugwell,2022-04-04,"Puntland Ministry of Energy, Minerals and Water",,Yusuf salad,sanaag,Laasqoray,Durduri,0.5,not_specified,Lasqoray concern,2005-08-05,Durduri dugwell,11.2962838 48.5848273 -10.400000000000002 4.8,11.2962838,48.5848273,-10.4,4.8,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26037480?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649054265504.jpg,yes,,yes,,1200,500,100,3000,,,,,,,,,,6,3,yes,6,15,,,,,,,,,,,,,,,,Concrete/Masonry tank,50,Galvanised Steel,420,,2,1,yes,2,9,Submersible Pump,Grunfos,,5,Solar,,,,,fair,"The yield of dugwell is low
There is no good storage water.",no,,34.4,7.9,2230,1117,,Communal,no,,,,no,,no,,,,Cumar adan salax,6233177,"Puntland Ministry of Energy, Minerals and Water",,Installation of solar power system,2021-01-04,"1: Construction of new elevated water tank
2: Generator.
3: Replacement of main raising pipes and submersible pump.
4: Construction of caretaker room.",,,,,,,,,,,,,,,,,
2022-04-05T10:24:01.563+03:00,2022-04-21T16:59:10.179+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Girible,4,Gumco company,,2010-11-05,Girible borehole,11.2394151 49.2154859 43.89999999999999 4.76,11.2394151,49.2154859,43.9,4.76,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26254371?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649143655055.jpg,yes,,yes,,,,,,,78,pvc,8,40,15,21,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,,,77,Generator,Eveco,120,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump.,2021-08-26,"1: Solar with battery.
2: Pump and pipes.
3: electric cable.
4: Construction of another borehole due to water demand.",,,,,,,,,,,,,,,,,
2022-04-05T10:30:03.946+03:00,2022-04-20T11:20:14.461+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Girible,4,Gumco company,,2010-07-10,Koobi borehole,11.2388532 49.2137221 43.89999999999999 3.3,11.2388532,49.2137221,43.9,3.3,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229789?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649143908851.jpg,yes,,yes,,,,,,,82,pvc,8,50,14,21,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,81,Generator,Eveco,120,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,no,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2021-06-11,"1: Replacement of main raising pipes
2: Submersible pump
3: Solar power system
4: pipes",,,,,,,,,,,,,,,,,
2022-04-05T10:32:55.073+03:00,2022-04-20T11:07:18.314+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Girible,4,Gumco company,,2019-08-07,Shanle borehole,11.2393676 49.2127934 43.8 3.9,11.2393676,49.2127934,43.8,3.9,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229582?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649144077893.jpg,yes,,yes,,,,,,,77,pvc,8,50,13,21,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,76,Generator,Eveco,120,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2022-03-11,"1: Solar power system.
2: Pipes and submersible pump",,,,,,,,,,,,,,,,,
2022-04-05T09:36:50.257+03:00,2022-04-20T10:51:24.993+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Aaran,3,Gumco company,,2008-06-08,Aaran borehole 1,11.2417607 49.2070245 49.89999999999999 4.92,11.2417607,49.2070245,49.9,4.92,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229217?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649142426173.jpg,yes,,yes,,,,,,,50,pvc,8,40,13,21,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,,,,,,,,Submersible Pump,Lowara,,49,Generator,Perkins,80,,,good,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2022-01-14,"Installation of solar power system.
Pipe line.",,,,,,,,,,,,,,,,,
2022-04-05T10:18:13.779+03:00,2022-04-20T10:49:43.682+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Girible,4,Gumco company,,2010-08-04,Mire borehole,11.2399293 49.2148956 44.89999999999999 5.0,11.2399293,49.2148956,44.9,5,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229192?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649143329252.jpg,yes,,yes,,,,,,,76,pvc,8,50,11,21,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,75,Generator,Eveco,120,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump.,2021-10-15,"1: Installation of solar power system.
2: Pipes and submersible pump
3: Construction of toilet",,,,,,,,,,,,,,,,,
2022-04-05T10:41:33.713+03:00,2022-04-21T16:48:19.536+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Raf iyo raaxo,1,Gumco company,,2018-09-05,Waadikhayr borehole,11.2567572 49.1954006 19.5 3.0,11.2567572,49.1954006,19.5,3,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26254242?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649145033511.jpg,yes,,yes,,,,,,,79,pvc,8,50,13,20,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,78,Generator,Perkins,65,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump.,2021-07-05,"1: Solar power system and solar power storage ( battery)
2: Generator 
3: pipe line and submersible pump",,,,,,,,,,,,,,,,,
2022-04-05T09:47:46.492+03:00,2022-04-20T10:56:19.401+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Aaran,3,Gumco company,,2008-12-06,Aaran borehole 2,11.2415982 49.2066493 41.39999999999999 4.25,11.2415982,49.2066493,41.4,4.25,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229296?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649144354544.jpg,yes,,yes,,,,,,,70,pvc,8,50,10,20,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,69,Generator,Perkins,80,,,fair,Yield is low,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2021-11-05,"Installation of solar power system.
Distribution pipes",,,,,,,,,,,,,,,,,
2022-04-05T10:10:08.246+03:00,2022-04-20T11:23:15.088+03:00,2022-04-05,borehole,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Aaran,3,,,,Saynab borehole,11.2430876 49.2090253 56.599999999999994 4.925,11.2430876,49.2090253,56.6,4.925,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229825?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649142746586.jpg,yes,,yes,,,,,,,77,pvc,8,50,10,20,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,76,Generator,Perkins,80,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2021-10-05,"Solar power system.
Distribution pipes.
Pump.",,,,,,,,,,,,,,,,,
2022-04-05T08:51:28.589+03:00,2022-04-20T10:45:59.618+03:00,2022-04-05,dugwell,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Yusuf salad,bari,Bossaso,Madaxtooyo,5,Gumco company,,2017-08-06,Madaxtooyo borehole 1,11.2804433 49.2052 -2.3000000000000043 4.8,11.2804433,49.2052,-2.3,4.8,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229152?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649145864981.jpg,yes,,yes,,,,,,,,,,,,,,,21,19,yes,38,21,,,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,,,,,,,,Submersible Pump,Lowara,,21,Generator,Perkins,165,,,good,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2022-02-05,"Pipes and submersible pump
 installation of solar power system
Construction of water tank",,,,,,,,,,,,,,,,,
2022-04-05T09:16:22.201+03:00,2022-04-20T11:25:43.149+03:00,2022-04-05,dugwell,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Bossaso,Madaxtooyo,5,Gumco company,,2019-09-12,Madaxtooyo dugwell 2,11.2800083 49.2059333 -1.5 2.9,11.2800083,49.2059333,-1.5,2.9,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26229875?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649146048430.jpg,yes,,yes,,,,,,,,,,,,,,,27,23,yes,38,21,,,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,,,,,,,,Submersible Pump,Lowara,,26,Generator,Perkins,165,,,good,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,yes,,,,Gumco water company,7727121,Gumco company,,Replacement of main rasing pipes and submersible pump,2022-01-05,"1: Extention of pipe line
2: Construction of storage water tank
3: Solar power system",,,,,,,,,,,,,,,,,
2022-04-05T09:29:09.197+03:00,2022-04-20T12:06:42.197+03:00,2022-04-05,dugwell,2022-04-05,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Madaxtooyo,5,Gumco company,,2020-01-05,Madaxtooyo dugwell 3,11.2798887 49.2059442 -1.5 3.86,11.2798887,49.2059442,-1.5,3.86,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26230457?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649146168248.jpg,yes,,yes,,,,,,,,,,,,,,,28,24,yes,38,21,,,,,,,,,,,,,,,,Concrete/Masonry tank,,PVC,,,,,,,,Submersible Pump,Lowara,,27,Generator,Perkins,165,,,good,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes,2022-01-06,"1: Solar
2: Construction of storage water tank",,,,,,,,,,,,,,,,,
2022-04-06T10:52:03.170+03:00,2022-04-23T10:45:01.306+03:00,2022-04-06,borehole,2022-04-06,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Baalade,3,not_specified,Italian agency,1998-08-25,Hiirad borehole,11.264912 49.175253 -3.94512939453125 4.89,11.264912,49.175253,-3.945129395,4.89,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26278984?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649232675652.jpg,yes,,yes,,,,,,,28,pvc,10,17,20,18,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Luwara,,27,Generator,Perkins,45,,,good,"These borehole supplies water to a shared water tank.
Thus the HH connected to this water source is not available",no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,907727121,Gumco company,,Replacement of main raising pipes and submersible pump.,2022-01-07,"1.Solar with storage battery
2.pipes 
3.submersible pump",,,,,,,,,,,,,,,,,
2022-04-06T10:47:46.493+03:00,2022-04-20T12:23:19.445+03:00,2022-04-06,borehole,2022-04-06,"Puntland Ministry of Energy, Minerals and Water",,Yusuf salad,bari,Bossaso,Baalade,4,not_specified,Italian agency,1998-12-10,Jaamac nuur borehole,11.2677898 49.1657594 -15.813446044921875 4.424,11.2677898,49.1657594,-15.81344604,4.424,no,,,14,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26230730?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649231450945.jpg,yes,,yes,,,,,,,26,pvc,8,18,16,16,,,,,,,,,,,,,,,,,,,,,,,Steel tank,,PVC,,,,,,,,Submersible Pump,Lowara,,25,Generator,Perkins,65,,,,,no,,32.2,7.3,2370,1200,,Private-Public-Partnership,,,,,yes,0.026,,,,,Gumco water company,7727121,Gumco company,,Replacement of main raising pipes and submersible pump,2022-02-02,"Solar.
Pipes and submersible pump.",,,,,,,,,,,,,,,,,
2022-04-03T10:54:13.948+03:00,2022-04-08T13:32:50.901+03:00,2022-04-03,borehole,2022-04-07,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,bari,Bossaso,Qaw,5,not_specified,Kuwait charity,2013-01-01,Qaw borehole 1,11.2097018 48.9873742 0.8000000000000043 4.95,11.2097018,48.9873742,0.8,4.95,no,,,1,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26037212?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1648973315526.jpg,yes,,yes,,420,,,,,36,pvc,8,20,,8,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,,Galvanised Steel,4000,80,,,no,,,Submersible Pump,,,33,Hybrid - Solar/Generator,Perkins,30,,,poor,Distribution pipes are rusted,no,,33,7.8,1580,790,,Communal,yes,2013-01-06,4,3,yes,0.2,no,,,,Saciid Maxamed Jamac,907527635,KAALO Relief and Development,,Solar,2021-12-08,"1: Pipelines Rehabilitation 
2: Caretaker room
3: Water tank Rehabilitation 
4: Toilets",,,,,,,,,,,,,,,,,
2022-04-09T11:06:46.051+03:00,2022-04-20T14:27:12.415+03:00,2022-04-09,spring,2022-04-09,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Bossaso,Laag,0.33,not_specified,Italiano agency,2000-06-12,Laag spring,11.0384527 49.1842985 201.7 4.94,11.0384527,49.1842985,201.7,4.94,no,,,3,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26233018?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1649492168551.jpg,yes,,yes,,1800,200,,2000,5,,,,,,,,,,,,,,,,,,,,,,yes,12,,,,,,Concrete/Masonry tank,12,Galvanised Steel,,20,7,,yes,4,10,Submersible Pump,Lowara,,2,Hybrid - Solar/Generator,Perkins,9,,1.5,fair,"No animal troughs.
Water kiosks are not enough to the village.",no,,32.1,7.4,948,474,,Communal,yes,2020-06-09,4,3,yes,0.006,yes,0.1,,0.1,Samatar siciid cali,7732799,CARE Somalia,,"Installation of solar power system.
Construction of elevated water tank.",2020-09-10,"1: Increasing of solar panels.
2: Replacement of rusted iron distribution pipes
3: Extra pipes as a safety.",,,,,,,,,,,,,,,,,
